brand,model,year,price,color,mileage,body_type,damage,owners,usage,service_hist
Buick,Encore Base,2016,16495,Silver,19438,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,Enclave CXL,2009,9777,Turquoise,102816,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Buick,Enclave CX,2009,9950,Brown,97295,SUV,Accident Reported,3+ Owners,Personal Use,Service history
Buick,LaCrosse Premium I,2012,11991,Brown,59008,Sedan,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Buick,LaCrosse Leather Group,2012,10300,Silver,108165,Sedan,Damage Reported,3+ Owners,Personal Use,Service history
Buick,Regal,2016,15995,Black,50214,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Buick,Enclave CX,2008,6499,Blue,164611,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Buick,Enclave Leather Group,2015,16995,Silver,80743,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,Lucerne CXL,2007,4795,Silver,132694,Sedan,Accident Reported,3+ Owners,Multiple Use,Service history
Buick,LaCrosse Leather Group,2016,14864,Gray,94014,Sedan,Accident/Minor Damage,CARFAX 1-Owner,Rental Use,Service history
Buick,Encore Leather Group,2014,14967,Red,50235,SUV,Accident Reported,2-Owner,Personal Use,Service history
Buick,Century Custom,2001,2988,Gold,59064,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,Encore Sport Touring,2016,17668,White,29947,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,LaCrosse Essence,2018,28495,White,9912,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Buick,LaCrosse Premium,2017,26038,White,18672,Sedan,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Buick,LeSabre Custom,2003,1250,Beige,163931,Sedan,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Buick,LaCrosse CXL,2010,12991,Gray,37894,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,Encore Premium,2014,11990,Black,57839,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,LeSabre Custom,2002,2995,Blue,135894,Sedan,Branded Title,3+ Owners,Personal Use,Service history
Buick,Lucerne CX,2006,3399,Silver,109608,Sedan,Accident Reported,2-Owner,Personal Use,Service history
Buick,LeSabre Custom,1997,1995,Gray,127144,Sedan,Major Damage,2-Owner,Personal Use,Service history
Buick,Regal GS,2016,20895,Gray,41733,Sedan,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,Regal,2015,11934,Silver,103565,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,No service history
Buick,Encore Essence,2018,17890,Blue,18191,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Lease Use,Service history
Buick,Verano Leather Group,2015,12695,Black,19787,Sedan,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,Encore Convenience,2015,16720,Silver,43697,SUV,Damage Reported,2-Owner,Multiple Use,Service history
Buick,LaCrosse Premium I,2012,11923,Red,80903,Sedan,Damage Reported,2-Owner,Personal Use,Service history
Buick,Enclave Leather Group,2016,27186,White,44916,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Buick,Rendezvous CX,2003,1995,Red,129361,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Buick,Enclave Leather Group,2012,10995,Silver,111982,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,LaCrosse Leather Group,2015,22450,Silver,34386,Sedan,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Buick,Verano Convenience,2015,8795,White,109499,Sedan,Damage Reported,3+ Owners,Multiple Use,Service history
Buick,LaCrosse CX,2011,4995,Black,214576,Sedan,Accident Reported,3+ Owners,Multiple Use,Service history
Buick,Regal GS,2017,21999,Red,46501,Sedan,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Buick,LeSabre Limited Edition,1998,4295,Turquoise,62750,Sedan,Accident Reported,CARFAX 1-Owner,Personal Use,No service history
Buick,Enclave CXL,2008,4899,Unspecified,133571,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Buick,Encore Sport Touring,2018,25000,Gray,5767,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Buick,Encore Essence,2018,19526,Silver,17221,SUV,Accident/Minor Damage,CARFAX 1-Owner,Rental Use,Service history
Buick,Enclave CXL,2010,8995,White,186012,SUV,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Buick,Enclave Avenir,2018,46984,Gray,7929,SUV,No Accident or Damage Reported,2-Owner,Multiple Use,No service history
Buick,LaCrosse Leather Group,2016,18500,Brown,47088,Sedan,Accident Reported,CARFAX 1-Owner,Rental Use,Service history
Buick,Enclave CXL CXL-1,2011,9795,Black,125101,SUV,Accident/Minor Damage,2-Owner,Multiple Use,No service history
Buick,Enclave CXL,2008,12900,Black,135500,SUV,Accident Reported,3+ Owners,Multiple Use,Service history
Buick,Regal Premium I,2013,9491,Black,120540,Sedan,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,Enclave CXL,2008,7700,Brown,129847,SUV,Accident Reported,2-Owner,Personal Use,Service history
Buick,LaCrosse CXL,2009,7475,Blue,89367,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Buick,Encore Preferred,2018,21900,Silver,2827,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,No service history
Buick,LaCrosse Premium II,2012,18000,Black,86111,Sedan,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,22900,White,37440,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Platinum,2017,68995,White,11441,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2017,48572,Black,46252,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,24900,Black,27265,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Premium,2016,32000,White,11370,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,20995,Silver,70331,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CT6 Premium Luxury,2016,35000,White,47610,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XT5 Luxury,2017,31995,White,15864,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Luxury,2015,19200,Gray,26326,Coupe,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XT5 Luxury,2017,30495,Silver,11662,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS V,2016,40491,Black,11407,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS V,2016,38600,Gray,33518,Coupe,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2015,49977,Black,15745,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Luxury,2017,25777,White,22299,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,26995,White,10778,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,20950,Green,45697,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2014,19990,Silver,46112,Sedan,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,25700,Green,30390,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Premium,2016,50600,Black,37773,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,24495,White,26452,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,23495,Black,31575,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2015,24000,Black,40504,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Premium,2016,42997,Unspecified,53572,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XT5 Luxury,2017,29995,Silver,18005,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CT6 Premium Luxury,2019,51975,Silver,7790,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,Escalade Premium Luxury,2019,66201,Black,19891,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,Escalade ESV Platinum,2018,69990,Black,13517,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Cadillac,XT5 Luxury,2017,30995,Silver,29802,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ELR,2014,23283,Gray,34268,Coupe,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade ESV Premium,2016,42492,White,65331,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CT6 Premium Luxury,2018,49981,Black,8590,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Platinum,2016,53995,Gray,31002,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Premium,2016,45500,Black,59726,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,28000,Black,22782,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Platinum,2016,48995,Gray,39987,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS,2008,6900,Burgundy,108485,Sedan,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Cadillac,CTS Luxury,2016,27000,Black,31681,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Standard,2016,24310,White,28553,Coupe,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Platinum,2016,47995,Black,53081,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,23900,Silver,35612,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,No service history
Cadillac,Escalade Platinum,2018,73795,White,4155,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CT6 Platinum,2017,49355,White,17582,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS V,2016,39828,Red,14115,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Vsport Premium Luxury,2018,49300,Black,11114,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Lease Use,Service history
Cadillac,XTS Luxury,2016,25899,Silver,14746,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Platinum,2018,70995,Black,12475,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2013,32995,White,26022,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,DTS Luxury,2011,12995,Black,48443,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Standard,2015,11969,Silver,82495,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,SRX Luxury,2016,26977,Brown,27091,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,SRX Luxury,2014,12770,Black,87888,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2017,47550,Black,38288,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,Escalade ESV,2007,9497,White,173758,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Standard,2016,20900,Black,19382,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Standard,2016,22900,Black,25036,Coupe,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Luxury,2017,27226,Silver,10783,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2019,30244,Black,17018,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,SRX Luxury,2012,13333,Black,59993,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2018,24800,Black,41405,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,SRX Performance,2014,17495,Black,62182,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,ATS V,2016,38900,White,25039,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2016,35777,Black,76827,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS,2013,16888,Black,22719,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2018,52995,Black,35628,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,ATS V,2019,49500,Black,7864,Coupe,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,ATS Standard,2016,15900,Black,44761,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,22900,Red,35849,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,No service history
Cadillac,CTS,2012,10999,Black,73000,Sedan,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Cadillac,XTS Platinum,2018,45000,Black,7512,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CT6 Luxury,2017,36695,Black,27738,Sedan,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,26956,Silver,19127,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,27997,Gray,18433,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XT5 Luxury,2018,30495,Black,18679,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Premium,2016,47995,White,49988,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2016,23988,Silver,35729,Sedan,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,21695,Blue,44946,Sedan,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,SRX Luxury,2012,13495,Silver,91458,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XT5 Luxury,2017,28800,Black,40570,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Premium Luxury,2017,55721,Black,37647,SUV,Accident Reported,CARFAX 1-Owner,Commercial Use,Service history
Cadillac,Escalade ESV Luxury,2017,55495,Silver,19309,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Platinum,2017,61995,Black,42019,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,SRX Performance,2016,26900,Silver,36854,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2016,48610,Black,47813,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Platinum,2016,47990,White,47269,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CT6 Premium Luxury,2016,42777,White,15520,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,No service history
Cadillac,ATS V,2016,42700,White,28997,Coupe,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Premium,2013,14706,Black,68988,Sedan,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade Platinum,2017,57989,White,48261,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XT5 Luxury,2017,26422,Black,56121,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,SRX Luxury,2014,16495,Silver,69702,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,SRX Luxury,2014,15490,Brown,71902,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade,2007,15450,Blue,98160,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2010,17495,Black,84660,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Cadillac,SRX Luxury,2014,13995,Black,113436,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2012,18980,Black,98964,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CT6 Luxury,2018,43995,Red,4150,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2017,41990,Black,79634,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Taxi Use,Service history
Cadillac,Escalade,2009,14991,Black,82385,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,SRX Standard,2016,23451,Silver,12300,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS,2018,36495,Gray,3285,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV,2008,11999,Gray,129050,SUV,Accident Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,SRX Luxury,2014,16695,Black,64421,SUV,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Cadillac,Escalade ESV Luxury,2018,52777,Gray,21315,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,XTS Platinum,2013,15695,Blue,66481,Sedan,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,DTS Base,2011,5900,Silver,130956,Sedan,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade Platinum,2018,76995,Gray,5007,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,SRX Luxury,2015,23995,Silver,41665,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade Platinum,2016,57490,White,13765,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,Escalade Luxury,2016,53995,Black,16937,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade,2013,27790,Black,44785,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,CTS Base,2005,6495,Gray,42039,Sedan,No Accident or Damage Reported,3+ Owners,Multiple Use,Service history
Cadillac,CTS,2005,5695,Unspecified,77115,Sedan,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Cadillac,XT5,2019,36900,Brown,5139,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,SRX Luxury,2011,12400,Gray,76114,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Luxury,2017,27520,Blue,13047,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Luxury,2014,14490,Gray,55000,Sedan,Damage Reported,2-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,23995,Black,46775,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,DeVille,2003,4995,Bronze,69389,Sedan,No Accident or Damage Reported,3+ Owners,Multiple Use,Service history
Cadillac,Escalade ESV,2018,48990,Black,49079,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Cadillac,CTS Luxury,2016,29777,Blue,16140,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Luxury,2016,23900,Silver,13806,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,No service history
Cadillac,Escalade Premium,2016,52451,Black,30277,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2019,28784,Black,17292,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,Escalade,2007,11500,Unspecified,156242,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2017,52995,White,33707,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV,2007,10995,Blue,148947,SUV,Accident Reported,3+ Owners,Personal Use,Service history
Cadillac,ATS Luxury,2018,30000,White,23719,Sedan,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Cadillac,Escalade ESV Luxury,2017,46495,Black,34843,SUV,Major Damage,CARFAX 1-Owner,Personal Use,Service history
Cadillac,STS,2007,6999,Gray,46298,Sedan,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Premium,2015,41977,Gray,48990,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2010,19995,Gray,66594,SUV,No Accident or Damage Reported,3+ Owners,Multiple Use,Service history
Cadillac,SRX Performance,2010,7000,Silver,120520,SUV,Accident Reported,2-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,27188,Gray,38790,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,25669,White,41941,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,SRX Luxury,2014,19500,Red,31824,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,SRX Luxury,2015,20152,Bronze,48136,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2019,66491,Black,13198,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,Escalade ESV Premium,2016,50770,Black,42480,SUV,Accident/Minor Damage,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,25910,Black,44284,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2010,18495,White,72570,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,XTS Luxury,2018,29039,Black,29872,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,XTS Luxury,2018,31848,Black,16910,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,ATS Luxury,2016,22316,Gray,26446,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Cadillac,Escalade Platinum,2017,66699,Black,17388,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,Escalade ESV Premium,2016,47495,White,57224,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2012,8950,Silver,126221,Sedan,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Cadillac,XTS Livery,2017,14995,Black,142335,Sedan,Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Cadillac,XTS Luxury,2014,9660,Silver,112129,Sedan,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Cadillac,XTS Livery,2017,15995,Black,122826,Sedan,Accident Reported,CARFAX 1-Owner,Commercial Use,Service history
Cadillac,Escalade ESV,2007,12995,White,136843,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2018,63995,Black,8264,SUV,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Cadillac,CTS Luxury,2016,28995,Bronze,23307,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,CT6 Platinum,2017,42990,Gray,50224,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Cadillac,SRX Performance,2010,9777,Silver,109071,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Cadillac,CTS Premium,2012,17974,Red,35791,Coupe,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Platinum,2011,20696,Black,102902,SUV,Damage Reported,3+ Owners,Personal Use,Service history
Cadillac,CT6 Luxury,2017,27910,Black,88569,Sedan,Accident Reported,2-Owner,Taxi Use,Service history
Cadillac,Escalade Luxury,2015,42500,Black,53582,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,XTS,2014,13995,Red,77185,Sedan,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,SRX,2013,12360,Silver,61580,SUV,Damage Reported,2-Owner,Personal Use,Service history
Cadillac,CTS Luxury,2016,29777,Black,18645,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2016,54777,Black,25776,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2019,65222,Black,12052,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,Escalade Platinum,2016,47888,White,46887,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2009,16977,Black,83060,SUV,No Accident or Damage Reported,3+ Owners,Multiple Use,Service history
Cadillac,XTS Luxury,2015,16299,Black,75881,Sedan,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Cadillac,XTS Luxury,2019,31565,Gray,18502,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,No service history
Cadillac,SRX Base,2013,11995,Beige,79903,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Cadillac,Escalade Luxury,2019,65910,Black,16528,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Cadillac,CTS Premium,2013,15971,White,68903,Sedan,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Cadillac,SRX Luxury,2010,9999,Black,90306,SUV,No Accident or Damage Reported,3+ Owners,Multiple Use,Service history
Cadillac,XT5 Luxury,2017,30900,Blue,32214,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade EXT,2009,19977,Silver,87834,SUV,Damage Reported,2-Owner,Personal Use,Service history
Cadillac,Escalade ESV Luxury,2016,55110,White,34417,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,Escalade Luxury,2016,53650,Black,34560,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Cadillac,ATS Standard,2016,21761,Black,33371,Sedan,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
