brand,model,year,price,color,mileage,body_type,damage,owners,usage,service_hist
Jeep,Cherokee Latitude,2014,14795,Gray,59660,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2017,27495,Black,41955,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,18495,Black,21911,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2015,13677,Gray,25822,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass Latitude,2018,20495,Silver,4216,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,23988,Black,33102,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Trailhawk,2014,16995,Gray,81111,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,18000,Black,20401,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee SRT,2015,36900,Black,77162,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,27828,Gray,22034,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2016,25395,Black,36277,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,18295,Black,28327,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,28165,Red,18816,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Overland,2015,27495,White,36046,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2016,30795,Black,18097,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,23245,Black,50044,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2017,27495,Gray,21283,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Trailhawk,2016,18900,Brown,79673,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2015,28866,Green,28134,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Sport,2014,11728,Blue,67408,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Sport,2016,14800,Silver,64394,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,18999,Gray,78980,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2016,29021,Black,27558,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,18991,Red,17242,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,14649,White,69380,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Compass High Altitude Edition,2017,17990,Silver,15028,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Overland,2015,25995,Red,45340,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Renegade Sport,2018,16990,Black,10029,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2013,26900,White,32796,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2015,15700,Red,61641,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2013,22695,Black,44646,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2017,29980,Gray,11740,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Compass Sport,2014,9664,White,66922,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude Plus,2019,20900,Black,16836,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Jeep,Grand Cherokee Limited Edition,2016,26984,Gray,31246,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2016,28995,Silver,35135,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,24000,Red,22590,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,28120,Green,22216,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2016,21295,Gray,32260,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,18995,Unspecified,48918,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,13988,Black,44842,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Jeep,Wrangler Sahara,2018,28499,Red,14341,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Jeep,Grand Cherokee Laredo,2009,8974,Gray,91179,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2014,21500,Gray,7063,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2013,21980,Orange,79913,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,21341,Black,44990,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2012,10995,Silver,125000,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2017,24997,Gray,44797,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2012,21144,Black,53864,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,20891,White,49003,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2015,17900,Black,58105,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2016,20991,Black,31304,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2015,24000,Silver,69688,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Renegade Sport,2016,15995,White,13576,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Overland,2016,25799,Black,27017,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Patriot Sport,2008,3995,Black,130005,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,14999,Silver,25200,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2016,22990,Gray,16021,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Jeep,Wrangler Sahara,2016,27491,Red,36946,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2016,22990,Gray,16021,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Jeep,Wrangler Sahara,2016,27491,Red,36946,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,24500,Gray,35095,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,23991,White,37256,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Rubicon,2015,29500,Unspecified,51565,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee High Altitude,2016,23000,Black,14478,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,25850,Red,48027,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Trailhawk,2014,19999,White,13824,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,No service history
Jeep,Grand Cherokee Overland,2015,25750,Gray,55175,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2016,20500,Black,30660,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Patriot Latitude,2015,14736,Red,41831,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2018,32355,Unspecified,21268,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Trailhawk,2016,24997,Black,22642,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Patriot High Altitude Edition,2016,16736,Blue,31130,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2015,20795,Orange,42897,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,16454,Black,23182,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,19991,White,19864,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,24950,White,46084,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2015,20885,White,67790,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2017,16999,Gray,18125,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2012,21988,Black,61650,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Jeep,Cherokee Latitude,2017,19634,Black,8322,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Jeep,Cherokee Latitude,2015,14795,White,38428,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2016,28250,Gray,29718,SUV,Accident/Minor Damage,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2016,22990,Gray,16021,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,25500,White,32405,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,13999,Black,69784,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass Latitude,2018,20495,Red,7763,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Cherokee Latitude,2015,14499,Black,67968,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2015,26746,Silver,31736,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2015,25525,Brown,25117,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2018,31500,White,20015,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Jeep,Grand Cherokee High Altitude,2016,24490,White,46746,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,17695,Silver,15212,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Patriot High Altitude Edition,2016,16442,Black,25031,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Renegade Limited,2015,15990,Black,29955,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2016,20995,Brown,28747,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2016,19991,Blue,29660,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,18395,White,42637,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Renegade Trailhawk,2016,15865,Silver,17862,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass Limited Edition,2018,23900,Silver,13221,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2017,30241,Silver,10311,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Renegade Sport,2015,10935,Green,62070,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2018,20989,Gray,13155,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2017,26991,Red,30991,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,13888,Silver,70265,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,17387,Silver,10310,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,15991,Silver,38851,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass Latitude,2016,15699,Black,26592,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,16199,Red,26647,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2016,18290,White,49453,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2016,20995,Red,40162,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,28369,Silver,33187,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,26991,Gray,44197,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2017,17995,Red,28060,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,26436,Silver,23413,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,20936,Silver,15325,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2013,14950,Gray,96820,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2017,18790,Brown,52417,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass Limited Edition,2014,11995,Brown,103960,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Corporate Use,Service history
Jeep,Grand Cherokee Limited Edition,2014,21900,White,59049,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2015,15290,Blue,76380,SUV,Accident/Minor Damage,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Overland,2015,23995,Black,40046,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,28995,Black,20361,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2015,13690,Gray,63749,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Renegade Latitude,2017,17980,White,5999,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Patriot High Altitude Edition,2016,14494,White,30751,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Summit,2014,23900,Gray,71622,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Renegade Latitude,2016,16900,Gray,25739,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2012,15795,Black,97424,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2014,25500,Black,29547,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2015,17980,Gray,49473,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2017,28495,Black,42642,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Jeep,Compass High Altitude Edition,2016,16199,Red,26647,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2016,18290,White,49453,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Overland,2015,26995,Black,46980,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2016,23890,White,26471,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,15991,White,34256,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,19996,Gray,20096,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Rubicon,2016,30995,Black,41311,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2017,15000,Black,48595,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Grand Cherokee Overland,2013,13980,White,118660,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Wrangler Sahara,2014,24990,Black,50604,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee SRT8,2012,23994,Black,114386,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Jeep,Grand Cherokee Sterling Edition,2018,34988,Gray,8493,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2014,17998,Gray,76001,SUV,Accident Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2014,18163,Blue,83888,SUV,No Accident or Damage Reported,3+ Owners,Multiple Use,Service history
Jeep,Cherokee Latitude,2015,18426,Silver,31254,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Liberty Sport,2008,5895,Red,121816,SUV,No Accident or Damage Reported,3+ Owners,Multiple Use,Service history
Jeep,Grand Cherokee Limited Edition,2018,28938,Gray,39731,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Jeep,Wrangler Sahara,2016,26998,Black,37230,SUV,Major Damage,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,21877,White,38739,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Patriot Latitude,2016,13480,Black,69077,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Cherokee Trailhawk,2014,16980,White,55406,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Sport,2017,14450,Black,74939,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Cherokee Latitude,2016,17988,Silver,33277,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,23495,White,29569,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2015,18875,Black,46488,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,22895,Black,32251,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,18666,Black,75256,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,17988,Silver,33277,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Overland,2012,14980,Gray,89391,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass Sport,2008,5988,Silver,67551,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Jeep,Cherokee Latitude,2017,18900,White,47226,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee SRT,2014,35000,Silver,70867,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,20544,White,62364,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,19895,Silver,74146,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2014,12998,White,55333,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2012,10995,Black,111195,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2015,18875,Black,46488,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Latitude Plus,2019,20995,Red,11192,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Renegade Latitude,2016,16495,White,35980,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass Latitude,2016,15991,Gray,11984,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,19385,Gray,40025,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude Plus,2019,21995,Green,9766,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Renegade Trailhawk,2016,18989,Gray,38104,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Renegade Latitude,2018,20495,Gray,6679,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Commercial Use,Service history
Jeep,Patriot High Altitude Edition,2016,16995,Gray,26034,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2017,19535,Black,9237,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2016,28900,Black,19121,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,14722,Red,50000,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Liberty Limited Edition,2009,10600,Gray,56763,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2015,18666,Black,75256,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Cherokee Latitude,2016,17988,Silver,33277,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Overland,2012,14980,Gray,89391,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,14722,Red,50000,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Latitude Plus,2019,18890,Green,30843,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,No service history
Jeep,Wrangler SE,2004,6999,Silver,132904,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Jeep,Wrangler Sahara,2015,24495,Silver,72250,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,13995,Gray,38124,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass Limited Edition,2007,4699,Blue,105010,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2016,31060,Unspecified,32764,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2015,27900,Black,12627,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2016,19260,White,27980,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Limited Edition,2017,18995,White,40976,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee High Altitude,2015,28795,Black,36076,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2018,29000,Silver,17652,SUV,Accident Reported,CARFAX 1-Owner,Rental Use,Service history
Jeep,Cherokee Limited Edition,2016,18061,White,35855,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2007,5599,Black,120615,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Jeep,Patriot Sport,2012,6990,Silver,83207,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2018,29980,Silver,16225,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Rental Use,Service history
Jeep,Wrangler Sport,2010,13555,Black,147111,SUV,No Accident or Damage Reported,3+ Owners,Personal Use,Service history
Jeep,Grand Cherokee Overland,2016,27995,Black,46214,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Limited Edition,2016,24795,Gray,28917,SUV,Major Damage,CARFAX 1-Owner,Personal Use,Service history
Jeep,Compass High Altitude Edition,2016,14795,Gray,25029,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2012,8995,Silver,122981,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2016,28988,Black,9591,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2011,15710,Red,122494,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Wrangler Sahara,2016,28595,Gray,34782,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Cherokee Trailhawk,2016,16991,Silver,73492,SUV,No Accident or Damage Reported,2-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2014,15489,White,91351,SUV,Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2016,23900,Black,23925,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Liberty Sport,2007,5995,White,86921,SUV,No Accident or Damage Reported,2-Owner,Multiple Use,Service history
Jeep,Wrangler Sahara,2016,28159,Black,15558,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Liberty Sport,2012,9499,Blue,74102,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Wrangler Sport,2013,17875,Black,68244,SUV,Accident Reported,CARFAX 1-Owner,Personal Use,Service history
Jeep,Grand Cherokee Laredo,2017,22985,Black,29229,SUV,No Accident or Damage Reported,CARFAX 1-Owner,Taxi Use,Service history
